title,text,rating
Should've been included with the Kindle purchase.,"One star because this should've been included when I purchased my Kindles. Bought this second one because I have three paper whites and got tired of playing musical charge chairs. And if Amazon would concentrate on the loyal e-book readers rather than the useless fires and increase memory more than the little bit they did on the latest kindle (I own one) I would be a happy camper. We need the option of adding memory (Amazon invent a chip that only you sell and the only one a kindle can use and I'll purchase). Just give us that option. Fires don't work for just straight up reading (can't read in any kind of light because of the shiny screen). Having to purchase these power adapters separately ticks me off. I don't care about the cloud. I need books downloaded to my devices. We vacation often in our mountain house. Middle of nowhere (which I like). However, no wifi, no Internet access and no cell coverage so cloud is useless. I guess I read too much. Thousands of books. 5,000+ in my library at home before a stroke forced me to Kindle and now thousands more. Include adapters when purchasing devices and increase the storage capacity.",1
Great,"Really handy. Can check email, read a book. Also can access info on the web. Lightweight.",5
love them work great but while charging they leaked all ...,love them work great but while charging they leaked all over the charger and had to just throw 8 of them away,1
Disappointed,I bought this because the package said it was a fast charger only to find it charges at normal speed... That was disappointing. I'm pretty sure I'm not doing anything wrong. It seems pretty self explanatory... :/,3
stopped working after 3 weeks.,the first worked fine for three weeks then stopped. took back and got a replacement. this one lasted almost a month. again took it back and was told I had to deal with Amazon.Found out thru Amazon webpage that units simply froze up and how to reset it. Was upset that store associate knew nothing about the product. Had to research everything myself.,3
Great!,Fun to use and also easy for kids to use as well! Good tablet for books and games for all the family!,5
Great tablet for school age,"My granddaughter loved her tablet and the color. It's amazing how easy it is for her to use, perfect birthday gift",5
Kindle fire,Love love love my kindle fire. Had the original and then bought and iPad then bought this kindle and I am wondering why I even bought the iPad. Will not switch again. I will stick with my kindle.,5
Nice and compact,The HD tablet is just right for a child who is being introduced to the computer word.,3
"Very poor performance, not very long lasting.",Don't last long at all. I've had better luck with cheaper batteries than I've had with these. Duracell batteries in the same equipment with same usage lasted 4 times longer than these Amazon AA Batteries did.,1
Not for me,"Returned within a week, did not like it. I didn't care for the ads every time I turned the tablet on.",1
Longest lasting Batteries ever!,Longest lasting batteries I've ever used. I bought them for my Xbox One controllers which I used for hours at a time every day and I replace batteries maybe once every couple weeks.,5
Ended up returning,I bought this tablet for my 4 year old daughter. Too many advertisements. I would rather pay more and not have a single ad.,1
none of them work.,"They were duds. I bought them before christmas so I could stick them in the toys and not one worked. I tried them on other items to make sure it wasn't the toys and not the batteries . Nope , it was all of the batteries. I only give one star for the reason I got them on time ....now I have a box of triple a batteries that don't work . so glad I caught that before christmas or I would have had disappointed children on christmas.",1
Good,It's ok but I rather have bought Samsung Galaxy Tab,3
Five Stars,Awesome product I would recommend this to anyone.,5
dont last as long as I expected them to.,dont last as long as I expected them to. they are in our fire stick remotes and i have to change them about every 2 or 3 months,3
Haven't set it up yet,It's unfair for me to rate this product cause I have not even taken it out of the box to set it up.,3
Five Stars,Great price! Seems to work perfectly...and c'mon 48 for under 14...can't beat that with a stick!,5
Three Stars,Works,3
Great general tablet choice,"Bought this for my mom for Christmas. It is her first tablet. She loved it, and will have no problems learning to use it. Very straightforward and easy to pick up. Great storage, fantastic resolution and really good features.",5
One Star,"batteries used primarily for remotes, batteries last for about 1 month",1
Three Stars,Great price for the quantity but it seems they don't last as long as the major brands.,3
Hidden fees,After buying this tablet for my grandchildren I was going through the initial setup procedure.That's where I was surprised to learn that after using this tablet for a year I would be charged fees to continue with the selected programs I used for a year.Time to take it back to the store. No hidden fees.,1
